Date,Close
5/19/2020 16:00:00,161.6
5/20/2020 16:00:00,163.11
5/21/2020 16:00:00,165.52
5/22/2020 16:00:00,163.38
5/26/2020 16:00:00,163.77
5/27/2020 16:00:00,164.05
5/28/2020 16:00:00,161.16
5/29/2020 16:00:00,167
6/1/2020 16:00:00,179.62
6/2/2020 16:00:00,176.31
6/3/2020 16:00:00,176.59
6/4/2020 16:00:00,172.88
6/5/2020 16:00:00,177.13
6/8/2020 16:00:00,189.98
6/9/2020 16:00:00,188.13
6/10/2020 16:00:00,205.01
6/11/2020 16:00:00,194.57
6/12/2020 16:00:00,187.06
6/15/2020 16:00:00,198.18
6/16/2020 16:00:00,196.43
6/17/2020 16:00:00,198.36
6/18/2020 16:00:00,200.79
6/19/2020 16:00:00,200.18
6/22/2020 16:00:00,198.86
6/23/2020 16:00:00,200.36
6/24/2020 16:00:00,192.17
6/25/2020 16:00:00,197.2
6/26/2020 16:00:00,191.95
6/29/2020 16:00:00,201.87
6/30/2020 16:00:00,215.96
7/1/2020 16:00:00,223.93
7/2/2020 16:00:00,241.73
7/6/2020 16:00:00,274.32
7/7/2020 16:00:00,277.97
7/8/2020 16:00:00,273.18
7/9/2020 16:00:00,278.86
7/10/2020 16:00:00,308.93
7/13/2020 16:00:00,299.41
7/14/2020 16:00:00,303.36
7/15/2020 16:00:00,309.2
7/16/2020 16:00:00,300.13
7/17/2020 16:00:00,300.17
7/20/2020 16:00:00,328.6
7/21/2020 16:00:00,313.67
7/22/2020 16:00:00,318.47
7/23/2020 16:00:00,302.61
7/24/2020 16:00:00,283.4
7/27/2020 16:00:00,307.92
7/28/2020 16:00:00,295.3
7/29/2020 16:00:00,299.82
7/30/2020 16:00:00,297.5
7/31/2020 16:00:00,286.15
8/3/2020 16:00:00,297
8/4/2020 16:00:00,297.4
8/5/2020 16:00:00,297
8/6/2020 16:00:00,297.92
8/7/2020 16:00:00,290.54
8/10/2020 16:00:00,283.71
8/11/2020 16:00:00,274.88
8/12/2020 16:00:00,310.95
8/13/2020 16:00:00,324.2
8/14/2020 16:00:00,330.14
8/17/2020 16:00:00,367.13
8/18/2020 16:00:00,377.42
8/19/2020 16:00:00,375.71
8/20/2020 16:00:00,400.37
8/21/2020 16:00:00,410
8/24/2020 16:00:00,402.84
8/25/2020 16:00:00,404.67
8/26/2020 16:00:00,430.63
8/27/2020 16:00:00,447.75
8/28/2020 16:00:00,442.68
8/31/2020 16:00:00,498.32
9/1/2020 16:00:00,475.05
9/2/2020 16:00:00,447.37
9/3/2020 16:00:00,407
9/4/2020 16:00:00,418.32
9/8/2020 16:00:00,330.21
9/9/2020 16:00:00,366.28
9/10/2020 16:00:00,371.34
9/11/2020 16:00:00,372.72
9/14/2020 16:00:00,419.62
9/15/2020 16:00:00,449.76
9/16/2020 16:00:00,441.76
9/17/2020 16:00:00,423.43
9/18/2020 16:00:00,442.15
9/21/2020 16:00:00,449.39
9/22/2020 16:00:00,424.23
9/23/2020 16:00:00,380.36
9/24/2020 16:00:00,387.79
9/25/2020 16:00:00,407.34
9/28/2020 16:00:00,421.2
9/29/2020 16:00:00,419.07
9/30/2020 16:00:00,429.01
10/1/2020 16:00:00,448.16
10/2/2020 16:00:00,415.09
10/5/2020 16:00:00,425.68
10/6/2020 16:00:00,413.98
10/7/2020 16:00:00,425.3
10/8/2020 16:00:00,425.92
10/9/2020 16:00:00,434
10/12/2020 16:00:00,442.3
10/13/2020 16:00:00,446.65
10/14/2020 16:00:00,461.3
10/15/2020 16:00:00,448.88
10/16/2020 16:00:00,439.67
10/19/2020 16:00:00,430.83
10/20/2020 16:00:00,421.94
10/21/2020 16:00:00,422.64
10/22/2020 16:00:00,425.79
10/23/2020 16:00:00,420.63
10/26/2020 16:00:00,420.28
10/27/2020 16:00:00,424.68
10/28/2020 16:00:00,406.02
10/29/2020 16:00:00,410.83
10/30/2020 16:00:00,388.04
11/2/2020 16:00:00,400.51
11/3/2020 16:00:00,423.9
11/4/2020 16:00:00,420.98
11/5/2020 16:00:00,438.09
11/6/2020 16:00:00,429.95
11/9/2020 16:00:00,421.26
11/10/2020 16:00:00,410.36
11/11/2020 16:00:00,417.13
11/12/2020 16:00:00,411.76
11/13/2020 16:00:00,408.5
11/16/2020 16:00:00,408.09
11/17/2020 16:00:00,441.61
11/18/2020 16:00:00,486.64
11/19/2020 16:00:00,499.27
11/20/2020 16:00:00,489.61
11/23/2020 16:00:00,521.85
11/24/2020 16:00:00,555.38
11/25/2020 16:00:00,574
11/27/2020 13:00:00,585.76
11/30/2020 16:00:00,567.6
12/1/2020 16:00:00,584.76
12/2/2020 16:00:00,568.82
12/3/2020 16:00:00,593.38
12/4/2020 16:00:00,599.04
12/7/2020 16:00:00,641.76
12/8/2020 16:00:00,649.88
12/9/2020 16:00:00,604.48
12/10/2020 16:00:00,627.07
12/11/2020 16:00:00,609.99
12/14/2020 16:00:00,639.83
12/15/2020 16:00:00,633.25
12/16/2020 16:00:00,622.77
12/17/2020 16:00:00,655.9
12/18/2020 16:00:00,695
12/21/2020 16:00:00,649.86
12/22/2020 16:00:00,640.34
12/23/2020 16:00:00,645.98
12/24/2020 13:00:00,661.77
12/28/2020 16:00:00,663.69
12/29/2020 16:00:00,665.99
12/30/2020 16:00:00,694.78
12/31/2020 16:00:00,705.67
1/4/2021 16:00:00,729.77
1/5/2021 16:00:00,735.11
1/6/2021 16:00:00,755.98
1/7/2021 16:00:00,816.04
1/8/2021 16:00:00,880.02
1/11/2021 16:00:00,811.19
1/12/2021 16:00:00,849.44
1/13/2021 16:00:00,854.41
1/14/2021 16:00:00,845
1/15/2021 16:00:00,826.16
1/19/2021 16:00:00,844.55
1/20/2021 16:00:00,850.45
1/21/2021 16:00:00,844.99
1/22/2021 16:00:00,846.64
1/25/2021 16:00:00,880.8
1/26/2021 16:00:00,883.09
1/27/2021 16:00:00,864.16
1/28/2021 16:00:00,835.43
1/29/2021 16:00:00,793.53
2/1/2021 16:00:00,839.81
2/2/2021 16:00:00,872.79
2/3/2021 16:00:00,854.69
2/4/2021 16:00:00,849.99
2/5/2021 16:00:00,852.23
2/8/2021 16:00:00,863.42
2/9/2021 16:00:00,849.46
2/10/2021 16:00:00,804.82
2/11/2021 16:00:00,811.66
2/12/2021 16:00:00,816.12
2/16/2021 16:00:00,796.22
2/17/2021 16:00:00,798.15
2/18/2021 16:00:00,787.38
2/19/2021 16:00:00,781.3
2/22/2021 16:00:00,714.5
2/23/2021 16:00:00,698.84
2/24/2021 16:00:00,742.02
2/25/2021 16:00:00,682.22
2/26/2021 16:00:00,675.5
3/1/2021 16:00:00,718.43
3/2/2021 16:00:00,686.44
3/3/2021 16:00:00,653.2
3/4/2021 16:00:00,621.44
3/5/2021 16:00:00,597.95
3/8/2021 16:00:00,563
3/9/2021 16:00:00,673.58
3/10/2021 16:00:00,668.06
3/11/2021 16:00:00,699.6
3/12/2021 16:00:00,693.73
3/15/2021 16:00:00,707.94
3/16/2021 16:00:00,676.88
3/17/2021 16:00:00,701.81
3/18/2021 16:00:00,653.16
3/19/2021 16:00:00,654.87
3/22/2021 16:00:00,670
3/23/2021 16:00:00,662.16
3/24/2021 16:00:00,630.27
3/25/2021 16:00:00,640.39
3/26/2021 16:00:00,618.71
3/29/2021 16:00:00,611.29
3/30/2021 16:00:00,635.62
3/31/2021 16:00:00,667.93
4/1/2021 16:00:00,661.75
4/5/2021 16:00:00,691.05
4/6/2021 16:00:00,691.62
4/7/2021 16:00:00,670.97
4/8/2021 16:00:00,683.8
4/9/2021 16:00:00,677.02
4/12/2021 16:00:00,701.98
4/13/2021 16:00:00,762.32
4/14/2021 16:00:00,732.23
4/15/2021 16:00:00,738.85
4/16/2021 16:00:00,739.78
4/19/2021 16:00:00,714.63
4/20/2021 16:00:00,718.99
4/21/2021 16:00:00,744.12
4/22/2021 16:00:00,719.69
4/23/2021 16:00:00,729.4
4/26/2021 16:00:00,738.2
4/27/2021 16:00:00,704.74
4/28/2021 16:00:00,694.4
4/29/2021 16:00:00,677
4/30/2021 16:00:00,709.44
5/3/2021 16:00:00,684.9
5/4/2021 16:00:00,673.6
5/5/2021 16:00:00,670.94
5/6/2021 16:00:00,663.54
5/7/2021 16:00:00,672.37
5/10/2021 16:00:00,629.04
5/11/2021 16:00:00,617.2
5/12/2021 16:00:00,589.89
5/13/2021 16:00:00,571.69
5/14/2021 16:00:00,589.74
5/17/2021 16:00:00,576.83
5/18/2021 16:00:00,577.87
5/19/2021 16:00:00,563.46
5/20/2021 16:00:00,586.78
5/21/2021 16:00:00,580.88
5/24/2021 16:00:00,606.44
5/25/2021 16:00:00,604.69
5/26/2021 16:00:00,619.13
5/27/2021 16:00:00,630.85
5/28/2021 16:00:00,625.22
6/1/2021 16:00:00,623.9
6/2/2021 16:00:00,605.12
6/3/2021 16:00:00,572.84
6/4/2021 16:00:00,599.05
6/7/2021 16:00:00,605.13
6/8/2021 16:00:00,603.59
6/9/2021 16:00:00,598.78
6/10/2021 16:00:00,610.12
6/11/2021 16:00:00,609.89
6/14/2021 16:00:00,617.69
6/15/2021 16:00:00,599.36
6/16/2021 16:00:00,604.87
6/17/2021 16:00:00,616.6
6/18/2021 16:00:00,623.31
6/21/2021 16:00:00,620.83
6/22/2021 16:00:00,623.71
6/23/2021 16:00:00,656.57
6/24/2021 16:00:00,679.82
6/25/2021 16:00:00,671.87
6/28/2021 16:00:00,688.72
6/29/2021 16:00:00,680.76
6/30/2021 16:00:00,679.7
7/1/2021 16:00:00,677.92
7/2/2021 16:00:00,678.9
7/6/2021 16:00:00,659.58
7/7/2021 16:00:00,644.65
7/8/2021 16:00:00,652.81
7/9/2021 16:00:00,656.95
7/12/2021 16:00:00,685.7
7/13/2021 16:00:00,668.54
7/14/2021 16:00:00,653.38
7/15/2021 16:00:00,650.6
7/16/2021 16:00:00,644.22
7/19/2021 16:00:00,646.22
7/20/2021 16:00:00,660.5
7/21/2021 16:00:00,655.29
7/22/2021 16:00:00,649.26
7/23/2021 16:00:00,643.38
7/26/2021 16:00:00,657.62
7/27/2021 16:00:00,644.78
7/28/2021 16:00:00,646.98
7/29/2021 16:00:00,677.35
7/30/2021 16:00:00,687.2
8/2/2021 16:00:00,709.67
8/3/2021 16:00:00,709.74
8/4/2021 16:00:00,710.92
8/5/2021 16:00:00,714.63
8/6/2021 16:00:00,699.1
8/9/2021 16:00:00,713.76
8/10/2021 16:00:00,709.99
8/11/2021 16:00:00,707.82
8/12/2021 16:00:00,722.25
8/13/2021 16:00:00,717.17
8/16/2021 16:00:00,686.17
8/17/2021 16:00:00,665.71
8/18/2021 16:00:00,688.99
8/19/2021 16:00:00,673.47
8/20/2021 16:00:00,680.26
8/23/2021 16:00:00,706.3
8/24/2021 16:00:00,708.49
8/25/2021 16:00:00,711.2
8/26/2021 16:00:00,701.16
8/27/2021 16:00:00,711.92
8/30/2021 16:00:00,730.91
8/31/2021 16:00:00,735.72
9/1/2021 16:00:00,734.09
9/2/2021 16:00:00,732.39
9/3/2021 16:00:00,733.57
9/7/2021 16:00:00,752.92
9/8/2021 16:00:00,753.87
9/9/2021 16:00:00,754.86
9/10/2021 16:00:00,736.27
9/13/2021 16:00:00,743
9/14/2021 16:00:00,744.49
9/15/2021 16:00:00,755.83
9/16/2021 16:00:00,756.99
9/17/2021 16:00:00,759.49
9/20/2021 16:00:00,730.17
9/21/2021 16:00:00,739.38
9/22/2021 16:00:00,751.94
9/23/2021 16:00:00,753.64
9/24/2021 16:00:00,774.39
9/27/2021 16:00:00,791.36
9/28/2021 16:00:00,777.56
9/29/2021 16:00:00,781.31
9/30/2021 16:00:00,775.48
10/1/2021 16:00:00,775.22
10/4/2021 16:00:00,781.53
10/5/2021 16:00:00,780.59
10/6/2021 16:00:00,782.75
10/7/2021 16:00:00,793.61
10/8/2021 16:00:00,785.49
10/11/2021 16:00:00,791.94
10/12/2021 16:00:00,805.72
10/13/2021 16:00:00,811.08
10/14/2021 16:00:00,818.32
10/15/2021 16:00:00,843.03
10/18/2021 16:00:00,870.11
10/19/2021 16:00:00,864.27
10/20/2021 16:00:00,865.8
10/21/2021 16:00:00,894
10/22/2021 16:00:00,909.68
10/25/2021 16:00:00,1024.86
10/26/2021 16:00:00,1018.43
10/27/2021 16:00:00,1037.86
10/28/2021 16:00:00,1077.04
10/29/2021 16:00:00,1114
11/1/2021 16:00:00,1208.59
11/2/2021 16:00:00,1172
11/3/2021 16:00:00,1213.86
11/4/2021 16:00:00,1229.91
11/5/2021 16:00:00,1222.09
11/8/2021 16:00:00,1162.94
11/9/2021 16:00:00,1023.5
11/10/2021 16:00:00,1067.95
11/11/2021 16:00:00,1063.51
11/12/2021 16:00:00,1033.42
11/15/2021 16:00:00,1013.39
11/16/2021 16:00:00,1054.73
11/17/2021 16:00:00,1089.01
11/18/2021 16:00:00,1096.38
11/19/2021 16:00:00,1137.06
11/22/2021 16:00:00,1156.87
11/23/2021 16:00:00,1109.03
11/24/2021 16:00:00,1116
11/26/2021 13:00:00,1081.92
11/29/2021 16:00:00,1136.99
11/30/2021 16:00:00,1144.76
12/1/2021 16:00:00,1095
12/2/2021 16:00:00,1084.6
12/3/2021 16:00:00,1014.97
12/6/2021 16:00:00,1009.01
12/7/2021 16:00:00,1051.75
12/8/2021 16:00:00,1068.96
12/9/2021 16:00:00,1003.8
12/10/2021 16:00:00,1017.03
12/13/2021 16:00:00,966.41
12/14/2021 16:00:00,958.51
12/15/2021 16:00:00,975.99
12/16/2021 16:00:00,926.92
12/17/2021 16:00:00,932.57
12/20/2021 16:00:00,899.94
12/21/2021 16:00:00,938.53
12/22/2021 16:00:00,1008.87
12/23/2021 16:00:00,1067
12/27/2021 16:00:00,1093.94
12/28/2021 16:00:00,1088.47
12/29/2021 16:00:00,1086.19
12/30/2021 16:00:00,1070.34
12/31/2021 16:00:00,1056.78
1/3/2022 16:00:00,1199.78
1/4/2022 16:00:00,1149.59
1/5/2022 16:00:00,1088.12
1/6/2022 16:00:00,1064.7
1/7/2022 16:00:00,1026.96
1/10/2022 16:00:00,1058.12
1/11/2022 16:00:00,1064.4
1/12/2022 16:00:00,1106.22
1/13/2022 16:00:00,1031.56
1/14/2022 16:00:00,1049.61
1/18/2022 16:00:00,1030.51
1/19/2022 16:00:00,995.65
1/20/2022 16:00:00,996.27
1/21/2022 16:00:00,943.9
1/24/2022 16:00:00,930
1/25/2022 16:00:00,918.4
1/26/2022 16:00:00,937.41
1/27/2022 16:00:00,829.1
1/28/2022 16:00:00,846.35
1/31/2022 16:00:00,936.72
2/1/2022 16:00:00,931.25
2/2/2022 16:00:00,905.66
2/3/2022 16:00:00,891.14
2/4/2022 16:00:00,923.32
2/7/2022 16:00:00,907.34
2/8/2022 16:00:00,922
2/9/2022 16:00:00,932
2/10/2022 16:00:00,904.55
2/11/2022 16:00:00,860
2/14/2022 16:00:00,875.76
2/15/2022 16:00:00,922.43
2/16/2022 16:00:00,923.39
2/17/2022 16:00:00,876.35
2/18/2022 16:00:00,856.98
2/22/2022 16:00:00,821.53
2/23/2022 16:00:00,764.04
2/24/2022 16:00:00,800.77
2/25/2022 16:00:00,809.87
2/28/2022 16:00:00,870.43
3/1/2022 16:00:00,864.37
3/2/2022 16:00:00,879.89
3/3/2022 16:00:00,839.29
3/4/2022 16:00:00,838.29
3/7/2022 16:00:00,804.58
3/8/2022 16:00:00,824.4
3/9/2022 16:00:00,858.97
3/10/2022 16:00:00,838.3
3/11/2022 16:00:00,795.35
3/14/2022 16:00:00,766.37
3/15/2022 16:00:00,801.89
3/16/2022 16:00:00,840.23
3/17/2022 16:00:00,871.6
3/18/2022 16:00:00,905.39
3/21/2022 16:00:00,921.16
3/22/2022 16:00:00,993.98
3/23/2022 16:00:00,999.11
3/24/2022 16:00:00,1013.92
3/25/2022 16:00:00,1010.64
3/28/2022 16:00:00,1091.84
3/29/2022 16:00:00,1099.57
3/30/2022 16:00:00,1093.99
3/31/2022 16:00:00,1077.6
4/1/2022 16:00:00,1084.59
4/4/2022 16:00:00,1145.45
4/5/2022 16:00:00,1091.26
4/6/2022 16:00:00,1045.76
4/7/2022 16:00:00,1057.26
4/8/2022 16:00:00,1025.49
4/11/2022 16:00:00,975.93
4/12/2022 16:00:00,986.95
4/13/2022 16:00:00,1022.37
4/14/2022 16:00:00,985
4/18/2022 16:00:00,1004.29
4/19/2022 16:00:00,1028.15
4/20/2022 16:00:00,977.2
4/21/2022 16:00:00,1008.78
4/22/2022 16:00:00,1005.05
